"ID_HEX|TRADUCAO
0x860D|Ellen
0x860E|Yumina
0x860F|waldner
0x8610|Yolei
0x8611|rodeo
0x8612|Leon
0x8613|Charmy
0x8614|pegaso
0x8615|Liju
0x8616|seeds
0x8617|birria
0x8618|Slaot
0x8619|stead
0x861A|Soldonia
0x861B|Couver
0x861C|leche
0x861D|angela
0x861E|Capeccia
0x861F|Zorac
0x8620|Bedon
0x8621|polleria
0x8622|Uruesu
0x8623|Naniwa
0x8624|Tigos
0x8625|Grent
0x8626|ronson
0x8627|Liebert
0x8628|Leia
0x8629|pinky
0x862A|george
0x862B|Rakunon
0x862C|Tegler
0x862D|neumann
0x862E|Lordom
0x862F|Tumu
0x8630|Lunch
0x8631|Shan
0x8632|sheddock
0x8633|Ranzar
0x8634|Richelle
0x8635|Newman
0x8636|Zokey
0x8637|Slapino
0x8638|Tybok
0x8639|Nyanya
0x863A|Gyoro
0x863B|Peaky
0x863C|Won
0x863D|Luzon
0x863E|Polaris
0x863F|bart
0x8640|Honaji
0x8641|Elsa
0x8642|robin
0x8643|Ali
0x8644|noel
0x8645|Riviera
0x8646|kigney
0x8647|Kodi
0x8648|coogan
0x8649|anthony
0x864A|bouquet
0x864B|doris
0x864C|Milon
0x864D|Huey
0x864E|Hannes
0x864F|chloe
0x8650|Matthew
0x8651|barrel
0x8652|Dino
0x8653|Aine
0x8654|Kleine
0x8655|nahattom
0x8656|bone
0x8657|Malenkov
0x8658|Meville
0x8659|Alloa
0x865A|ines
0x865B|weenie
0x865C|evans
0x865D|goofy
0x865E|kennel
0x865F|coppola
0x8660|samuel
0x8661|Susanna
0x8662|zebra
0x8663|Sodan
0x8664|tarkov
0x8665|Chin
0x8666|Kokko
0x8667|thomas
0x8668|Nasda
0x8669|Nunus
0x866A|Nevan
0x866B|Nora
0x866C|Harris
0x866D|hickson
0x866E|Francois
0x866F|behoimin
0x8670|hogan
0x8671|Lloyd
0x8672|kenneth
0x8673|tim
0x8674|Alan
0x8675|void
0x8676|serie
0x8677|bailey
0x8678|stanley
0x8679|birkin
0x867A|besson
0x867B|cunningham
0x867C|moorcock
0x867D|margaux
0x867E|kelly
0x867F|marrone
0x8680|Foison
0x8681|Farrah
0x8682|crampons
0x8683|Edouard
0x8684|Slackid
0x8685|gams
0x8686|Gantz
0x8687|Lionel
0x8688|Genet
0x8689|Yet
0x868A|Agri
0x868B|isabel
0x868C|Udonge
0x868D|ecru
0x868E|olsen
0x868F|kyle
0x8690|Geen
0x8691|Claire
0x8692|Georg
0x8693|Connie
0x8694|Sam
0x8695|Syria
0x8696|susan
0x8697|social
0x8698|Thanatos
0x8699|Chobin
0x869A|Tsar
0x869B|Domingo
0x869C|Nanya
0x869D|Nursuke
0x869E|nelson
0x869F|noroin
0x86A0|Piss
0x86A1|fubok
0x86A2|helena
0x86A3|bomba
0x86A4|Makar
0x86A5|Musa
0x86A6|metro
0x86A7|Dongaade
0x86A8|Mondo
0x86A9|Yarm
0x86AA|Yoroleich
0x86AB|linear
0x86AC|Rudost
0x86AD|Lowell
0x86AE|N Gogs
0x86AF|Panon
0x86B0|anna
0x86B1|wuhan
0x86B2|Ginta
0x86B3|Eldras
0x86B4|Obelia
0x86B5|turnip
0x86B6|keyman
0x86B7|Kurtan
0x86B8|Kay
0x86B9|cordoba
0x86BA|thunder
0x86BB|simpson
0x86BC|Slavon
0x86BD|Celsius
0x86BE|soros
0x86BF|Dutt
0x86C0|Thymine
0x86C1|Twit
0x86C2|davis
0x86C3|tronoa
0x86C4|nadras
0x86C5|Nikita
0x86C6|Nuralich
0x86C7|Nero
0x86C8|Nokku
0x86C9|heinz
0x86CA|pit
0x86CB|bourbon
0x86CC|hernia
0x86CD|porteau
0x86CE|medallion
0x86CF|moon shear
0x86D0|mendoza
0x86D1|Monica
0x86D2|Yadel
0x86D3|Uriel
0x86D4|Job
0x86D5|Yagor
0x86D6|Rigbeida
0x86D7|Rummenigge
0x86D8|lotus root
0x86D9|Rosanna
0x86DA|G. Pizarro
0x86DB|Brenda
0x86DC|brad
0x86DD|Salam
0x86DE|nadine
0x86DF|Yakkin
0x86E0|fiona
0x86E1|Vater
0x86E2|Miriam
0x86E3|Abad
0x86E4|Avène
0x86E5|Zotto
0x86E6|nana
0x86E7|Loppa
0x86E8|Shimama
0x86E9|rear
0x86EA|Emile
0x86EB|Simone
0x86EC|Eny
0x86ED|Honeen
0x86EE|nice
0x86EF|ned
0x86F0|honey
0x86F1|Karen
0x86F2|minos
0x86F3|Gida
0x86F4|May
0x86F5|Warift
0x86F6|ply
0x86F7|Han
0x86F8|lagos
0x86F9|vivian
0x86FA|simon
0x86FB|Hastur
0x86FC|player
0x86FD|Zenny
0x86FE|Karak
0x86FF|Mies
0x8700|Sophie
0x8701|Wanze
0x8702|mickey
0x8703|Kyrie
0x8704|quat
0x8705|negant
0x8706|pinapina
0x8707|como
0x8708|Lindon
0x8709|greg
0x870A|nancy
0x870B|Polly
0x870C|john
0x870D|Shiro
0x870E|bridget
0x870F|Humbar
0x8710|flora
0x8711|curl
0x8712|Mougyu
0x8713|gray
0x8714|marl
0x8715|Tosaka
0x8716|can-can
0x8717|Hamill
0x8718|Kaza
0x8719|Reviro
0x871A|Ecco
0x871B|Butchy
0x871C|Ira
0x871D|Sur
0x871E|skit
0x871F|coette
0x8720|Saburo
0x8721|Shishir
0x8722|ribbon
0x8723|Tetsu
0x8724|carmel
0x8725|geronimo
0x8726|senior
0x8727|Kenken
0x8728|papaya
0x8729|Alazan
0x872A|Thalia
0x872B|jack
0x872C|page
0x872D|ronald
0x872E|clark
0x872F|kink
0x8730|Ledelia
0x8731|Evita
0x8732|Aiwas
0x8733|wrinkled
0x8734|Aslan
0x8735|graham
0x8736|hoix
0x8737|Mamitan
0x8738|weight
0x8739|surge
0x873A|hittemoni
0x873B|Berorin
0x873C|Dandong
0x873D|Give this person the medal king's castle saw.
0x873E|Do you want to tell me?
0x873F|Give this person a <TOWN> saw.
0x8740|Do you want to tell me?
0x8741|none
0x8742|Imru's prison
0x8743|mysterious crater
0x8744|Blanca
0x8745|The Inn of Judgment
0x8746|Kitsunegahara
0x8747|Bonmor prison
0x8748|Lake Nava
0x8749|Anail
0x874A|Havaria
0x874B|Atemt
0x874C|doma
0x874D|Ukuni
0x874E|place
0x874F|Saran
0x8750|Tempe
0x8751|Frenor
0x8752|royal
0x8753|Unor
0x8754|Endor Checkpoint
0x8755|Santheim Checkpoint
0x8756|conan berry
0x8757|Mintos
0x8758|montbarbara
0x8759|Stan Ciara
0x875A|Imru
0x875B|Butland
0x875C|A well on the outskirts of the village
0x875D|gardenburg
0x875E|seaside village
0x875F|riverside
0x8760|got side
0x8761|Castle of the Medal King
0x8762|lake tower
0x8763|twitter tower
0x8764|raster
0x8765|goluei
0x8766|cecil
0x8767|Pippin
0x8768|luna
0x8769|Salil
0x876A|Encha
0x876B|burano
0x876C|Pal
0x876D|o'neil
0x876E|boggart
0x876F|Korogoro
0x8770|walk
0x8771|Piana
0x8772|Govan
0x8773|Remy
0x8774|Doston
0x8775|shunk
0x8776|madria
0x8777|Puki
0x8778|clovis
0x8779|linda
0x877A|Cyan
0x877B|lulmy
0x877C|pelaos
0x877D|ladies
0x877E|puggle
0x877F|marine
0x8780|reckitt
0x8781|Blanc
0x8782|Galant
0x8783|Rats
0x8784|Mont
0x8785|Cordon
0x8786|Harad
0x8787|Mesamucho
0x8788|Kukuru
0x8789|casa
0x878A|Misabella
0x878B|Will
0x878C|Yanimock
0x878D|hack
0x878E|Killes
0x878F|Ellen
0x8790|Yumina
0x8791|waldner
0x8792|Yolei
0x8793|rodeo
0x8794|Leon
0x8795|Charmy
0x8796|pegaso
0x8797|Liju
0x8798|seeds
0x8799|birria
0x879A|Slaot
0x879B|stead
0x879C|Soldonia
0x879D|Couver
0x879E|leche
0x879F|angela
0x87A0|Capeccia
0x87A1|Zorac
0x87A2|Bedon
0x87A3|polleria
0x87A4|Uruesu
0x87A5|Naniwa
0x87A6|Tigos
0x87A7|Grent
0x87A8|ronson
0x87A9|Liebert
0x87AA|Leia
0x87AB|pinky
0x87AC|george
0x87AD|Rakunon
0x87AE|Tegler
0x87AF|neumann
0x87B0|Lordom
0x87B1|Tumu
0x87B2|Lunch
0x87B3|Shan
0x87B4|sheddock
0x87B5|Ranzar
0x87B6|Richelle
0x87B7|Newman
0x87B8|Zokey
0x87B9|Slapino
0x87BA|Tybok
0x87BB|Nyanya
0x87BC|Gyoro
0x87BD|Peaky
0x87BE|Won
0x87BF|Luzon
0x87C0|Polaris
0x87C1|bart
0x87C2|Honaji
0x87C3|Elsa
0x87C4|robin
0x87C5|Ali
0x87C6|noel
0x87C7|Riviera
0x87C8|kigney
0x87C9|Kodi
0x87CA|coogan
0x87CB|anthony
0x87CC|bouquet
0x87CD|doris
0x87CE|Milon
0x87CF|Huey
0x87D0|Hannes
0x87D1|chloe
0x87D2|Matthew
0x87D3|barrel
0x87D4|Dino
0x87D5|Aine
0x87D6|Kleine
0x87D7|nahattom
0x87D8|bone
0x87D9|Malenkov
0x87DA|Meville
0x87DB|Alloa
0x87DC|ines
0x87DD|weenie
0x87DE|evans
0x87DF|goofy
0x87E0|kennel
0x87E1|coppola
0x87E2|samuel
0x87E3|Susanna
0x87E4|zebra
0x87E5|Sodan
0x87E6|tarkov
0x87E7|Chin
0x87E8|Kokko
0x87E9|thomas
0x87EA|Nasda
0x87EB|Nunus
0x87EC|Nevan
0x87ED|Nora
0x87EE|Harris
0x87EF|hickson
0x87F0|Francois
0x87F1|behoimin
0x87F2|hogan
0x87F3|Lloyd
0x87F4|kenneth
0x87F5|tim
0x87F6|Alan
0x87F7|void
0x87F8|serie
0x87F9|bailey
0x87FA|stanley
0x87FB|birkin
0x87FC|besson
0x87FD|cunningham
0x87FE|moorcock
0x87FF|margaux
0x8800|kelly
0x8801|marrone
0x8802|Foison
0x8803|Farrah
0x8804|crampons
0x8805|Edouard
0x8806|Slackid
0x8807|gams
0x8808|Gantz
0x8809|Lionel
0x880A|Genet
0x880B|Yet
0x880C|Agri
0x880D|isabel
0x880E|Udonge
0x880F|ecru
0x8810|olsen
0x8811|kyle
0x8812|Geen
0x8813|Claire
0x8814|Georg
0x8815|Connie
0x8816|Sam
0x8817|Syria
0x8818|susan
0x8819|social
0x881A|Thanatos
0x881B|Chobin
0x881C|Tsar
0x881D|Domingo
0x881E|Nanya
0x881F|Nursuke
0x8820|nelson
0x8821|noroin
0x8822|Piss
0x8823|fubok
0x8824|Lena
0x8825|bomba
0x8826|Makar
0x8827|Musa
0x8828|metro
0x8829|Dongaade
0x882A|Mondo
0x882B|Yarm
0x882C|Yoroleich
0x882D|linear
0x882E|Rudost
0x882F|Lowell
0x8830|N Gogs
0x8831|Panon
0x8832|anna
0x8833|wuhan
0x8834|Ginta
0x8835|Eldras
0x8836|Obelia
0x8837|turnip
0x8838|keyman
0x8839|Kurtan
0x883A|Kay
0x883B|cordoba
0x883C|thunder
0x883D|simpson
0x883E|Slavon
0x883F|Celsius
0x8840|soros
0x8841|Dutt
0x8842|Thymine
0x8843|Twit
0x8844|davis
0x8845|tronoa
0x8846|nadras
0x8847|Nikita
0x8848|Nuralich
0x8849|Nero
0x884A|Nokku
0x884B|heinz
0x884C|pit
0x884D|bourbon
0x884E|Runias
0x884F|porteau
0x8850|medallion
0x8851|moon shear
0x8852|mendoza
0x8853|Monica
0x8854|Yadel
0x8855|Uriel
0x8856|Job
0x8857|Yagor
0x8858|Rigbeida
0x8859|Rummenigge
0x885A|lotus root
0x885B|Rosanna
0x885C|G. Pizarro
0x885D|Brenda
0x885E|brad
0x885F|Salam
0x8860|nadine
0x8861|Yakkin
0x8862|fiona
0x8863|Vater
0x8864|Miriam
0x8865|Abad
0x8866|Avène
0x8867|Zotto
0x8868|nana
0x8869|Loppa
0x886A|Shimama
0x886B|rear
0x886C|Emile
0x886D|Simone
0x886E|Eny
0x886F|Honeen
0x8870|nice
0x8871|ned
0x8872|honey
0x8873|Karen
0x8874|minos
0x8875|Gida
0x8876|May
0x8877|Warift
0x8878|ply
0x8879|Han
0x887A|lagos
0x887B|vivian
0x887C|simon
0x887D|Hastur
0x887E|player
0x887F|Zenny
0x8880|Karak
0x8881|Mies
0x8882|Sophie
0x8883|Wanze
0x8884|mickey
0x8885|Kyrie
0x8886|quat
0x8887|negant
0x8888|pinapina
0x8889|como
0x888A|Lindon
0x888B|greg
0x888C|nancy
0x888D|Polly
0x888E|john
0x888F|Shiro
0x8890|bridget
0x8891|Humbar
0x8892|flora
0x8893|curl
0x8894|Mougyu
0x8895|gray
0x8896|marl
0x8897|Tosaka
0x8898|can-can
0x8899|Hamill
0x889A|Kaza
0x889B|Reviro
0x889C|Ecco
0x889D|Butchy
0x889E|Ira
0x889F|Sur
0x88A0|skit
0x88A1|coette
0x88A2|Saburo
0x88A3|Shishir
0x88A4|ribbon
0x88A5|Tetsu
0x88A6|carmel
0x88A7|geronimo
0x88A8|senior
0x88A9|Kenken
0x88AA|papaya
0x88AB|Alazan
0x88AC|Thalia
0x88AD|jack
0x88AE|page
0x88AF|ronald
0x88B0|clark
0x88B1|kink
0x88B2|Ledelia
0x88B3|Evita
0x88B4|Aiwas
0x88B5|wrinkled
0x88B6|Aslan
0x88B7|graham
0x88B8|hoix
0x88B9|Mamitan
0x88BA|weight
0x88BB|surge
0x88BC|hittemoni
0x88BD|Berorin
0x88BE|Dandong
0x88BF|Would you like to teach this person the Medal King's Castle Saw?
0x88C0|Would you like to tell this person about <TOWN>?
0x88C1|none
0x88C2|Imru's prison
0x88C3|Bemul Crater
0x88C4|Bu
0x88C5|Nka
0x88C6|Mackerel Habeton
0x88C7|Mbeunugude
0x88C8|Ronmor's Prison
0x88C9|human mo
0x88CA|Sizan
0x88CB|sa
0x88CC|Your
0x88CD|Atemt
0x88CE|Misaki no O
0x88CF|Where to get it
0x88D0|sa
0x88D1|hmm
0x88D2|Tempe
0x88D3|centre
0x88D4|doll
0x88D5|royal tombs
0x88D6|Ludor
0x88D7|Ludor checkpoint
0x88D8|Santheim Checkpoint
0x88D9|Ko
0x88DA|berry
0x88DB|Mintos
0x88DC|Monbarba
0x88DD|Stancia
0x88DE|Imru
0x88DF|pigeon
0x88E0|nd
0x88E1|A well on the outskirts of the village
0x88E2|gardenburg
0x88E3|seaside village
0x88E4|riverside
0x88E5|got side
0x88E6|Castle of the Medal King
0x88E7|lake tower
0x88E8|Sasu
0x88E9|Asodoma
0x88EA|-
0x88EB|star
0x88EC|Gorua
0x88ED|ilus
0x88EE|Pippin
0x88EF|le
0x88F0|hapo
0x88F1|Lucha
0x88F2|Bu
0x88F3|No
0x88F4|
0x88F5|Li
0x88F6|O
0x88F7|Na
0x88F8|boggart
0x88F9|Korogoro
0x88FA|walk
0x88FB|peer
0x88FC|Insun
0x88FD|C
0x88FE|Noston
0x88FF|shunk
0x8900|madria
0x8901|Puki
0x8902|clovis
0x8903|linda
0x8904|Cyan
0x8905|lulmy
0x8906|Pe
0x8907|male
0x8908|Kenman
0x8909|difference
0x890A|marine
0x890B|vinegar
0x890C|stomach
0x890D|-be
0x890E|hmm
0x890F|difference
0x8910|sound
0x8911|Wow
0x8912|Kun
0x8913|Cordon
0x8914|C
0x8915|de
0x8916|Mesamucho
0x8917|Kukuru
0x8918|casa
0x8919|Misabe
0x891A|Will
0x891B|Ya
0x891C|Nha
0x891D|Mo
0x891E|hack
0x891F|tree
0x8920|Marimu Yumi
0x8921|snowy
0x8922|yoyo rodeo
0x8923|Gusodari
0x8924|me
0x8925|pegaso
0x8926|Rimun
0x8927|Yasui
0x8928|birria
0x8929|vinegar
0x892A|otto
0x892B|stead
0x892C|Sordo
0x892D|Jokuber
0x892E|
0x892F|Chee
0x8930|cormorant
0x8931|Capeccia
0x8932|Zo
0x8933|book
0x8934|Bedon
0x8935|Pokomiro prison
0x8936|Prison Pidos
0x8937|Guto
0x8938|ronson
0x8939|Liebert
0x893A|Seppinky
0x893B|da
0x893C|Temonon
0x893D|Taegu
0x893E|-
0x893F|neumann
0x8940|Lordom
0x8941|Tumu
0x8942|Nchi
0x8943|Baan
0x8944|S
0x8945|knock
0x8946|Nzar
0x8947|Rishi
0x8948|So
0x8949|teeth
0x894A|vinegar
0x894B|
0x894C|Zokey
0x894D|vinegar
0x894E|Pino
0x894F|Tybok
0x8950|da
0x8951|Zai
0x8952|Nnebo
0x8953|Peaky
0x8954|Won
0x8955|Luzon
0x8956|Po
0x8957|squirrel
0x8958|bart
0x8959|Ho
0x895A|Nsa
0x895B|bikimgun
0x895C|Ali
0x895D|Nori
0x895E|livin
0x895F|Kig
0x8960|? biken morgan
0x8961|Antho
0x8962|Toku
0x8963|Ke
0x8964|doris
0x8965|Milon
0x8966|Huey
0x8967|Hannes
0x8968|clover
0x8969|Yan tower asokemano
0x896A|Aine
0x896B|nine
0x896C|Rice
0x896D|Saba Bone
0x896E|makov
0x896F|Meville
0x8970|Alloa
0x8971|ines
0x8972|Ui
0x8973|cape
0x8974|Seki
0x8975|goofy
0x8976|kennel
0x8977|Coppo
0x8978|Samuli
0x8979|Suza
0x897A|Bu
0x897B|Sodan
0x897C|tarkov
0x897D|Chin
0x897E|Kokko
0x897F|thomas
0x8980|Sazazamuki
0x8981|Inolino
0x8982|Harris
0x8983|hickson
0x8984|centre
0x8985|Nsowa
0x8986|behoimin
0x8987|hogan
0x8988|Lloyd
0x8989|kenneth
0x898A|tim
0x898B|a
0x898C|hmm
0x898D|void
0x898E|celery ann
0x898F|stanley
0x8990|birkin
0x8991|besson
0x8992|mosquito
0x8993|Lugam
0x8994|moorcock
0x8995|margaux
0x8996|kelly
0x8997|marrone
0x8998|Foison
0x8999|Fa
0x899A|crampons
0x899B|Unou
0x899C|vinegar
0x899D|kid
0x899E|Well
0x899F|Ryu
0x89A0|ionel
0x89A1|Mua
0x89A2|Vusa
0x89A3|- Agri
0x89A4|isabel
0x89A5|Udon
0x89A6|dedo olsen
0x89A7|kyle
0x89A8|Man
0x89A9|Khufu
0x89AA|Lake Gbilomy Sam
0x89AB|Syria
0x89AC|susan
0x89AD|social
0x89AE|Ta
0x89AF|Ba
0x89B0|Chobin
0x89B1|bar
0x89B2|Domingo
0x89B3|da
0x89B4|Group
0x89B5|reschedule
0x89B6|nelson
0x89B7|noroin
0x89B8|Piss
0x89B9|fubok
0x89BA|F
0x89BB|Kaishito prison
0x89BC|So
0x89BD|sa
0x89BE|metro
0x89BF|Dongaade
0x89C0|Mondo
0x89C1|Yarm
0x89C2|Yorosek
0x89C3|Kugu
0x89C4|power place
0x89C5|loli
0x89C6|N Gogs
0x89C7|
0x89C8|one
0x89C9|Ann
0x89CA|de
0x89CB|Han
0x89CC|Nota
0x89CD|lido
0x89CE|vinegar
0x89CF|Obelia
0x89D0|turnip
0x89D1|keyman
0x89D2|Kurtan
0x89D3|Kay
0x89D4|cordoba
0x89D5|thunder
0x89D6|simpson
0x89D7|vinegar
0x89D8|Bon
0x89D9|Celsius
0x89DA|soros
0x89DB|Dutt
0x89DC|Thymine
0x89DD|lot
0x89DE|davis
0x89DF|tronoa
0x89E0|of
0x89E1|vinegar
0x89E2|de
0x89E3|S
0x89E4|Nu
0x89E5|rich
0x89E6|Nero
0x89E7|Nokku
0x89E8|Hein-Ear
0x89E9|to
0x89EA|bourbon
0x89EB|hell
0x89EC|Nu
0x89ED|porteau
0x89EE|medallion
0x89EF|moon shear
0x89F0|mendoza
0x89F1|Mo
0x89F2|Yuriri Sushii
0x89F3|Job
0x89F4|Yagor
0x89F5|Rigbeida
0x89F6|Rumme
0x89F7|Nro
0x89F8|con
0x89F9|Rosan
0x89FA|Suasaga Chiro
0x89FB|buda
0x89FC|Bu
0x89FD|dd
0x89FE|sa
0x89FF|room
0x8A00|Kemang
0x8A01|Yakkin
0x8A02|Fio
0x8A03|Aatar
0x8A04|Miriam
0x8A05|Abad
0x8A06|Avène
0x8A07|Zotto
0x8A08|tower
0x8A09|Yuuma
0x8A0A|rear
0x8A0B|Beer
0x8A0C|Simone
0x8A0D|E
0x8A0E|Colonum
0x8A0F|hmm
0x8A10|mosquito
0x8A11|ned
0x8A12|C
0x8A13|oh
0x8A14|Nen
0x8A15|minos
0x8A16|Dada
0x8A17|May
0x8A18|Warift
0x8A19|P
0x8A1A|stomach
0x8A1B|Han
0x8A1C|goth
0x8A1D|vivian
0x8A1E|simon
0x8A1F|Hastur
0x8A20|Pussy
0x8A21|oh
0x8A22|hmm
0x8A23|book
0x8A24|Mies
0x8A25|Sophie
0x8A26|Wanze
0x8A27|mickey
0x8A28|Kiribundot
0x8A29|negant
0x8A2A|Pi
0x8A2B|id
0x8A2C|como
0x8A2D|Lindon
0x8A2E|Group
0x8A2F|Group
0x8A30|Sea
0x8A31|Polly
0x8A32|da
0x8A33|
0x8A34|Shiro
0x8A35|Bria
0x8A36|to
0x8A37|Humbar
0x8A38|flow
0x8A39|curl
0x8A3A|Mouki
0x8A3B|Oza
0x8A3C|marl
0x8A3D|Tosaka
0x8A3E|can-can
0x8A3F|Hamill
0x8A40|Kaza
0x8A41|Li
0x8A42|blood
0x8A43|sterochi
0x8A44|stomach
0x8A45|Sur
0x8A46|skit
0x8A47|carp
0x8A48|- Saburo
0x8A49|Shishir
0x8A4A|ribbon
0x8A4B|Tae
0x8A4C|Rimel
0x8A4D|Lubo
0x8A4E|hmm
0x8A4F|brockenken
0x8A50|
0x8A51|n-tofu
0x8A52|Zan
0x8A53|Thalia
0x8A54|Danemo
0x8A55|Pate do
0x8A56|nine
0x8A57|-ark
0x8A58|kink
0x8A59|
0x8A5A|Delia
0x8A5B|Pi
0x8A5C|Ta
0x8A5D|As
0x8A5E|mabu
0x8A5F|Lysyphus
0x8A60|hmm
0x8A61|Guhum
0x8A62|hoix
0x8A63|Mamitan
0x8A64|cormorant
0x8A65|Se
0x8A66|-Saga
0x8A67|ttemo
0x8A68|Lusarun
0x8A69|Dandong
0x8A6A|Teach this person about Medal King's Castle.
0x8A6B|vinegar
0x8A6C|Teach the Sumur people about <TOWN> Skuvno
0x8A6D|vinegar
0x8A6E|
0x8A6F|Pissarro: …… Pissarro: ……Why are you talking to me!
0x8A70|Rosalie: "That person you call Queen Rosa... has absolutely nothing to do with Pizarro, right? Rosalie: Please, please tell me it's not related!!
0x8A71|Alina: “Oh? Didn’t you meet that person somewhere?
0x8A72|Manya: “I never thought I’d meet him again in a place like this! That’s terrible!
0x8A73|Minea: “Kya! Kya! It’s a naked man! Noooo!!
0x8A74|Ryan: ``No matter how you look at him, he's a man, but he speaks in that creepy way. What the heck is he about?''
0x8A75|none
0x8A76|Imru's prison
0x8A77|mysterious crater
0x8A78|Blanca
0x8A79|The Inn of Judgment
0x8A7A|Kitsunegahara
0x8A7B|Bonmor prison
0x8A7C|Lake Nava
0x8A7D|Anail
0x8A7E|Havaria
0x8A7F|Atemt
0x8A80|The prophecy of the cape
0x8A81|Saran
0x8A82|Tempe
0x8A83|Frenor
0x8A84|royal tombs
0x8A85|Endor
0x8A86|Endor Checkpoint
0x8A87|Santheim Checkpoint
0x8A88|conan berry
0x8A89|Mintos
0x8A8A|montbarbara
0x8A8B|Stan Ciara
0x8A8C|Imru
0x8A8D|Butland
0x8A8E|A well on the outskirts of the village
0x8A8F|gardenburg
0x8A90|seaside village
0x8A91|riverside
0x8A92|got side
0x8A93|Castle of the Medal King
0x8A94|lake tower
0x8A95|twitter tower
0x8A96|raster
0x8A97|goluei
0x8A98|cecil
0x8A99|Pippin
0x8A9A|luna
0x8A9B|Salil
0x8A9C|Encha
0x8A9D|burano
0x8A9E|Pal
0x8A9F|o'neil
0x8AA0|boggart
0x8AA1|Korogoro
0x8AA2|walk
0x8AA3|Piana
0x8AA4|Govan
0x8AA5|Remy
0x8AA6|Doston
0x8AA7|shunk
0x8AA8|madria
0x8AA9|Puki
0x8AAA|clovis
0x8AAB|linda
0x8AAC|Cyan
0x8AAD|lulmy
0x8AAE|pelaos
0x8AAF|ladies
0x8AB0|puggle
0x8AB1|marine
0x8AB2|reckitt
0x8AB3|Blanc
0x8AB4|Galant
0x8AB5|Rats
0x8AB6|Mont
0x8AB7|Cordon
0x8AB8|Harad
0x8AB9|Mesamucho
0x8ABA|Kukuru
0x8ABB|casa
0x8ABC|Misabella
0x8ABD|Will
0x8ABE|Yanimock
0x8ABF|hack
0x8AC0|Killes
0x8AC1|Ellen
0x8AC2|Yumina
0x8AC3|waldner
0x8AC4|Yolei
0x8AC5|rodeo
0x8AC6|Leon
0x8AC7|Charmy
0x8AC8|pegaso
0x8AC9|Liju
0x8ACA|seeds
0x8ACB|birria
0x8ACC|Slaot
0x8ACD|stead
0x8ACE|Soldonia
0x8ACF|Couver
0x8AD0|leche
0x8AD1|angela
0x8AD2|Capeccia
0x8AD3|Zorac
0x8AD4|Bedon
0x8AD5|polleria
0x8AD6|Uruesu
0x8AD7|Naniwa
0x8AD8|Tigos
0x8AD9|Grent
0x8ADA|ronson
0x8ADB|Liebert
0x8ADC|Leia
0x8ADD|pinky
0x8ADE|george
0x8ADF|Rakunon
0x8AE0|Tegler
0x8AE1|neumann
0x8AE2|Lordom
0x8AE3|Tumu
0x8AE4|Lunch
0x8AE5|Shan
0x8AE6|sheddock
0x8AE7|Ranzar
0x8AE8|Richelle
0x8AE9|Newman
0x8AEA|Zokey
0x8AEB|Slapino
0x8AEC|Tybok
0x8AED|Nyanya
0x8AEE|Gyoro
0x8AEF|Peaky
0x8AF0|Won
0x8AF1|Luzon
0x8AF2|Polaris
0x8AF3|bart
0x8AF4|Honaji
0x8AF5|Elsa
0x8AF6|robin
0x8AF7|Ali
0x8AF8|noel
0x8AF9|Riviera
0x8AFA|kigney
0x8AFB|Kodi
0x8AFC|coogan
0x8AFD|anthony
0x8AFE|bouquet
0x8AFF|doris
0x8B00|Milon
0x8B01|Huey
0x8B02|Hannes
0x8B03|chloe
0x8B04|Matthew
0x8B05|barrel
0x8B06|Dino
0x8B07|Aine
0x8B08|Kleine
0x8B09|nahattom
0x8B0A|bone
0x8B0B|Malenkov
0x8B0C|Meville
0x8B0D|-
0x8B0E|-
0x8B0F|evans
0x8B10|goofy
0x8B11|kennel
0x8B12|coppola
0x8B13|samuel
0x8B14|Susanna
0x8B15|zebra
0x8B16|Sodan
0x8B17|tarkov
0x8B18|Chin
0x8B19|Kokko
0x8B1A|thomas
0x8B1B|Nasda
0x8B1C|Nunus
0x8B1D|Nevan
0x8B1E|Nora
0x8B1F|Harris
0x8B20|hickson
0x8B21|Francois
0x8B22|behoimin
0x8B23|hogan
0x8B24|Lloyd
0x8B25|kenneth
0x8B26|tim
0x8B27|Alan
0x8B28|void
0x8B29|serie
0x8B2A|bailey
0x8B2B|stanley
0x8B2C|birkin
0x8B2D|besson
0x8B2E|cunningham
0x8B2F|moorcock
0x8B30|margaux
0x8B31|kelly
0x8B32|marrone
0x8B33|Foison
0x8B34|Farrah
0x8B35|crampons
0x8B36|Edouard
0x8B37|Slackid
0x8B38|gams
0x8B39|Gantz
0x8B3A|Lionel
0x8B3B|Genet
0x8B3C|Yet
0x8B3D|Agri
0x8B3E|isabel
0x8B3F|Udonge
0x8B40|ecru
0x8B41|olsen
0x8B42|kyle
0x8B43|Geen
0x8B44|Claire
0x8B45|Georg
0x8B46|Connie
0x8B47|Sam
0x8B48|Syria
0x8B49|susan
0x8B4A|social
0x8B4B|Thanatos
0x8B4C|Chobin
0x8B4D|Tsar
0x8B4E|Domingo
0x8B4F|Nanya
0x8B50|Nursuke
0x8B51|nelson
0x8B52|noroin
0x8B53|Piss
0x8B54|fubok
0x8B55|helena
0x8B56|bomba
0x8B57|Makar
0x8B58|Musa
0x8B59|metro
0x8B5A|Dongaade
0x8B5B|Mondo
0x8B5C|Yarm
